"id","date","product_id","cost"
"68ef61fa-f031-5f0e-bdd1-bc6515a1864c","2021-09-29T23:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",11
"57745310-251a-5fea-8915-d1b566545d22","2021-10-09T23:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",20
"fe5cbe7c-64de-5ac5-baa8-b7fb51e92b01","2021-11-18T00:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",9
"11f438a3-946e-54ee-8501-878495785fcb","2021-12-31T00:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",15
"0ada9b75-d927-5a99-880f-9c0ff7ad6708","2022-01-01T00:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",12
"8fd9ce51-2719-59dc-9507-18e81b2f9698","2022-02-20T00:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",18
"5d94ff95-e8b0-5c6e-a24c-ab0965be1d3d","2022-03-09T00:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",9
"0534a393-9f5a-50e5-a3bc-7cb64a4b3315","2022-04-05T23:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",5
"cebbfab2-74cb-5aff-a8c4-1b39c768d172","2022-05-14T23:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",16
"900341f3-62d2-5d87-9e75-9abd7a23e861","2022-07-02T23:00:00.000Z","e5c83027-ab91-5332-9362-ae7caf363356",9
"47f87c94-96fc-58ee-b581-9a68ba48ee01","2020-02-09T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",6
"977d6f10-4a1a-5ac7-bc45-4b3179305086","2020-03-18T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",19
"57fd0d5d-688a-56e3-9dd2-1945dbf5f4a8","2020-03-21T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",15
"d67dbb9e-e939-5be6-a06e-bd3bb4412cbf","2020-04-24T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",13
"c0d72c76-fa13-5bf6-bfec-ca5543d7f21b","2020-04-27T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",16
"298a8cbe-7f36-5763-905c-f3f83d158805","2020-06-02T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",12
"b0d804c4-9949-5a7c-9344-36659d0ae1d6","2020-07-25T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",14
"ebe0ab73-374e-5ce3-8d3b-54e692eb5c95","2020-08-01T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",13
"35e350a2-df17-5b13-b669-49f6bf45702d","2020-08-07T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",16
"54ec32ca-72b2-5439-ac69-8b6843f91e44","2020-09-20T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",7
"8c85770b-31e7-5a9d-8464-02b61bc9897b","2020-11-09T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",9
"3fa33d1d-3da5-59d5-8222-7227662f51ca","2020-12-12T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",20
"b939b326-0ef2-51cd-aa5a-c81f64cc9453","2020-12-16T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",5
"96821a61-f523-54d4-9f94-c16b9e0e31f0","2021-01-29T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",9
"6ce46c6d-5b0d-59be-a150-448107c3ab35","2021-02-06T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",17
"573b62e9-fbef-532b-b0c6-b8a4ca433465","2021-02-23T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",17
"71eb75df-f964-52d4-8042-b6ff0ad8e4d8","2021-03-28T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",13
"4404bbb7-5623-53af-aa30-3067646f075f","2021-04-18T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",15
"64baa6d5-af10-55c4-8ea6-fb38a2616f70","2021-05-20T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",11
"6295eb5e-eff3-566a-a712-bfb84898e901","2021-05-24T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",6
"b6c0634b-0b4e-5230-b027-c9a30f9a2106","2021-07-09T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",17
"6403c36b-18da-516c-84b5-0a403239b92d","2021-07-13T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",7
"4f122461-aaf6-5063-b1e8-92867c4f25da","2021-08-25T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",13
"06890d27-6586-5e85-a049-da34ca177a48","2021-09-15T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",17
"60a1603b-0a47-599f-88d0-65bbbb8f08f9","2021-10-21T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",19
"8bf26cb5-fd8a-5599-b529-2fafc4f6b116","2021-10-26T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",11
"6074e5b1-6342-5725-a2ed-38f8967db0e9","2021-10-28T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",9
"1e43b608-3440-567f-9a00-f1303d538bf3","2021-11-11T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",9
"df406c12-dfe0-5b9e-bf6e-a03f60dd6fbc","2021-12-23T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",20
"4976d9f4-e519-53d7-9016-46521a86c46c","2022-01-19T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",12
"a73cab8a-f312-5225-b030-1d840f2a60b7","2022-02-11T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",14
"1321dcc6-8969-55f3-80be-59f13f9156af","2022-03-22T00:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",6
"ee0c7277-98ef-5399-91e3-784b8e5d5c9b","2022-05-21T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",5
"7c36eb13-567e-5f8c-b734-8a035ce1567a","2022-05-26T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",18
"1256b480-a860-5f3d-8ddf-8a9f01d85f15","2022-05-27T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",17
"50342c65-32c2-567f-bd47-8dce26b71321","2022-07-13T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",13
"c30f63c0-e5de-55fa-9b77-1f7a4cae0151","2022-07-26T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",18
"42f63066-8ba9-5d9e-bb17-45d2c9838227","2022-07-28T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",18
"3ca040c7-baa3-5f95-b308-f10c3882824b","2022-07-29T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",11
"895f08e5-10ad-5816-aa40-d8a279d60d53","2022-07-30T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",19
"09871eee-6f09-5b24-9755-44d732a3a07a","2022-09-03T23:00:00.000Z","a0ab1709-9421-514c-9b4c-8b649c689b29",18
"69607c76-a9a9-5e78-bdd3-e59337747a60","2020-03-10T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",16
"aa6e9fcc-a592-521c-afcb-8e0772b24f91","2020-04-18T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",18
"b9924cee-e9e4-5306-80e5-8c42259b8aac","2020-05-16T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",6
"5546d6d5-68d3-50aa-8d4a-5123edd7621d","2020-06-23T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",13
"de374a18-9a3d-5c75-b624-d6af90907a0f","2020-07-20T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",12
"a74c6aad-9929-58dd-9650-3a4497458da1","2020-09-08T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",19
"02fcd3ff-eee9-552b-af01-7b991a9d30ac","2020-10-05T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",19
"7b23aa10-a34a-5443-a98d-7738a8bfc6c8","2020-10-28T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",8
"14576ba4-2187-53c7-adc6-d31fa3fd6cf7","2020-11-08T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",11
"9bcce4b8-bc57-5dac-b7ec-30ce0774d698","2020-11-20T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",12
"0822cc82-bd0a-572c-bc2f-a7976e75ffd8","2020-12-03T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",13
"9303c5dd-79ac-5f22-9372-098ffe4aef30","2020-12-15T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",17
"d5a605fc-5ffd-5964-8d9d-b936a6443059","2021-01-10T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",11
"86e90173-a173-59ef-9368-f05a0f6e45aa","2021-03-26T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",7
"434b5e1d-4fd6-5f2a-a47a-dc431be7f0fd","2021-05-03T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",8
"a45659bc-8ade-5e77-844e-c579a452a8b3","2021-06-14T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",11
"818a9730-bb0e-58ec-8d47-4239db449678","2021-06-18T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",12
"b2d41ff3-b85a-5a3d-9da8-38aa02a7bf2d","2021-07-05T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",6
"6642e95d-fd29-552a-ae34-5db1733f4d44","2021-07-08T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",12
"4b5c9ccc-c0d8-5d26-bf61-86d9c71fd2ec","2021-08-01T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",13
"44733c21-96ee-562f-a346-31aedcb80371","2021-09-09T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",9
"c65f6962-a181-5024-a863-1f2ab490548a","2021-09-10T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",9
"81e0a249-7ee4-5fbf-a73e-47f3fc88211b","2021-09-11T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",18
"3f0809dd-be41-58aa-a95e-bf44e8c46d24","2021-10-17T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",12
"66b7c6ec-2ad5-5c3d-8d42-5af9bb76cc5a","2021-10-22T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",7
"dc2df673-b560-5fb8-905f-57dd1bd69460","2021-10-26T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",7
"4d0dcf30-30a6-5f55-af21-086e9279c48f","2021-12-07T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",17
"2cd8ae02-c2d2-51d3-8a50-5be638f74916","2021-12-12T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",15
"81ff03a2-3647-527f-8f84-7ac8042d804c","2022-01-13T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",9
"a1a2d74b-69a1-5ac0-895c-d8b0879cd1a6","2022-02-20T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",5
"4ff94006-c864-53a5-a290-75597fb39e38","2022-03-04T00:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",11
"42511201-5a81-5d82-a1b5-35c8acbdc89c","2022-04-17T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",16
"4ff7c68e-ae54-5d7c-a618-f1a2a5ab6380","2022-04-30T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",7
"ee26b619-6a15-558f-985b-5ab3563798cc","2022-06-02T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",9
"a93904b1-b6b0-55a2-a3eb-fdc7326c62b0","2022-06-18T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",13
"bc6ceb82-5837-5a6e-9c81-5c57a27e61a5","2022-06-28T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",20
"7f83cc01-2d30-5f22-9848-433234153229","2022-07-23T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",18
"47099339-4495-58f0-a44d-433123ab8148","2022-09-09T23:00:00.000Z","d572226c-84ec-5d8d-8c64-7ffe01b0afeb",12
"b53c722f-2a5d-5902-8af6-36bd36033fc3","2020-03-23T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",12
"1e80a990-7af5-5c3b-aeee-d3dd3d86ca9a","2020-04-07T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",19
"3a92f3d5-6e1e-5010-9521-83325b78e8ce","2020-05-19T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",16
"6db161a8-b406-5b82-aaf1-b3238f1f3526","2020-05-31T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",16
"f7625efc-f619-5eea-b99e-1ae0845ae4ea","2020-06-29T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",18
"4f5ff9f0-eff4-5f1f-8e0a-7b642bfd3501","2020-08-14T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",12
"5b499b41-966d-593d-8a59-7d95d75e5740","2020-09-10T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",11
"f1d57f60-06cf-5fd8-92a8-da8e2e7ea842","2020-10-20T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",20
"0403b0f8-49fa-5b66-ba09-eda7a268a1d6","2020-11-27T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",18
"981770a6-bc61-5302-bdc3-71e18c41b77e","2020-12-21T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",16
"2c166b9c-98d0-583b-97a0-f997f3796f9e","2021-02-08T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",19
"ad5d071c-2bf0-55d3-8ccd-c1f53670ec74","2021-02-11T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",15
"e791de28-da92-5a3d-a020-4b946c8ba334","2021-03-30T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",18
"cd198e98-6f1c-557f-ac56-115f889a2bdf","2021-04-30T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",18
"8b86a74f-1af8-5a46-92ce-bb8f76935a4b","2021-05-17T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",18
"d4195c46-1901-5b60-a4b0-4042d534d60b","2021-05-26T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",15
"58cd689c-28b9-5134-ace8-b6da3771cc58","2021-06-04T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",13
"70c87dc2-c154-5b50-92cd-55157a89087e","2021-07-22T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",6
"081d50ff-3ee9-5e38-8277-5091fb8528fb","2021-09-03T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",13
"bba183b8-0161-501d-aac5-7d41b37ae3f1","2021-09-14T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",6
"9094b415-3fa7-5689-86f8-79f46d3abdec","2021-09-21T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",9
"c4e7bf6e-f492-5f88-93f8-6a11a60b6ad0","2021-10-10T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",7
"5a8f09e5-3739-5b30-9ed7-3a3e84a4e083","2021-10-27T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",11
"cbec1d9f-9039-5bec-9b74-f241f9dc18d5","2021-11-21T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",13
"12604746-3d0d-5cc3-85ed-b43e5bdfeab4","2021-12-29T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",14
"87ea59b1-8294-57a2-b15b-f860584e4930","2022-01-14T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",20
"c7fdb8d1-6495-5531-8fc7-928fc50c638a","2022-02-10T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",7
"45f17d9b-8a89-5a37-892f-323e1c4bbe39","2022-03-14T00:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",13
"b642f41c-68e7-5bf5-9faa-f0cd8b010618","2022-04-27T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",11
"594bac20-84d5-5acb-b99b-e4b2bc55f9cc","2022-04-30T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",8
"feb4771c-389e-5905-a3ba-bcee1b11ecec","2022-06-02T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",14
"a4968212-e203-5ad8-a0b5-3b853c81c256","2022-06-25T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",6
"0325eab3-02a8-5e10-b4d4-671809fa1ec3","2022-07-27T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",12
"8b95063c-f7bb-56b3-9bc4-eb9405b340db","2022-08-11T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",20
"4f74aee8-8854-5c00-a197-0f2b6f606778","2022-08-30T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",16
"e6ed156a-81b5-5485-b65a-a0b21366b8ba","2022-09-02T23:00:00.000Z","8db59740-9357-5519-9e3e-72a5e4fc01c3",13
"0b44edeb-ca7b-5abb-b795-697cca3469e8","2020-02-13T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",16
"7d4ababf-b855-5196-9505-1731659758d1","2020-03-29T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",10
"600c3f60-e759-563b-ac9a-b3754e34536d","2020-04-01T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",17
"c5c048c0-ad0e-5ff1-b1d1-f2b8632afe95","2020-05-06T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",17
"77e99a40-0525-5f8e-870b-05a4603aff34","2020-06-02T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",6
"b91cfa6f-eb72-574d-a51b-0b75472fe20a","2020-06-25T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",19
"154a74df-7f08-5103-87c5-0c0211b4d43a","2020-07-08T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",16
"07922a65-3782-546e-b34b-5a33b7bec383","2020-07-10T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",15
"077eb725-0894-5820-ba81-50ea28c5c0db","2020-07-20T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",11
"c41163a6-4f1e-5785-a32d-d06309824011","2020-07-24T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",14
"e14e62e6-41fd-5d67-b881-c794aebe31b0","2020-09-03T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",11
"c0ba7f08-9af9-5437-8b00-844a92df86d5","2020-09-27T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",10
"60379c50-8c1e-55e4-8850-636a127f6795","2020-10-30T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",11
"0e109337-d265-54c3-82c3-5a9c9aa64a0a","2020-12-10T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",13
"e411dc42-237e-5c1c-b16a-90970532ee53","2020-12-21T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",19
"fb733822-1d72-5a69-bb18-66d82200799d","2021-01-23T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",17
"6c0a9799-258c-53c3-ba51-6dc03f91a16b","2021-02-13T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",12
"aee834ba-bf3d-5b17-acee-5f5dd05dbd43","2021-04-01T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",13
"7e897408-4de6-5c13-a94b-334a665d19b3","2021-05-12T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",6
"213d966f-a3cd-5aac-a850-e58fe3305945","2021-06-17T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",16
"5b01ea34-9ae5-511a-bebe-939f0e6f0dcd","2021-07-06T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",13
"51cfcf4b-6620-5524-b0c9-2fe5a1b1cc41","2021-07-14T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",13
"270601af-ab8a-521b-824f-835dc273535f","2021-09-02T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",15
"a3c99888-3768-54c3-886c-e1b34a2ecaff","2021-08-26T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",17
"9c06be77-b7c0-5572-9df9-8c8d04aba865","2021-09-20T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",15
"898badc3-4ed5-59be-8b96-390fa9e29e92","2021-10-13T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",18
"86953d4c-e9e3-5031-b50e-3b1377156720","2021-11-27T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",7
"491cc88e-746c-579b-a92b-e7bea739187c","2021-12-01T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",8
"2ca5e6b7-53d9-5c93-9a0c-6e61ee7f1901","2022-01-08T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",7
"adb9bfaa-d149-53f7-b1a3-9168f2b2cc9e","2022-02-03T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",13
"dfabe588-9026-5a9d-a546-4df3dd5483db","2022-03-08T00:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",6
"1f2db1d1-8f63-500a-beec-1891e3852b63","2022-04-22T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",18
"edc337b4-d97c-5fb8-9140-13fd640164bd","2022-05-17T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",12
"dc63f68e-bab9-519b-afdd-3c066ecd314e","2022-06-19T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",17
"b5a1c5a9-26a5-56e9-9635-5854b251677c","2022-07-15T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",11
"ba9c8565-e8ef-5efe-9f18-a7d76c4123e2","2022-08-28T23:00:00.000Z","d0c573aa-1597-5ecf-8b05-8148ea9043ec",11
"aa0936b5-55f9-5f5d-8a0e-74eaac83ddb9","2020-03-02T00:00:00.000Z","cdc58d97-cdda-5c06-8237-7a6272ce4918",5
"eee1b54c-5ba3-5832-885a-7627b66f4434","2020-04-19T23:00:00.000Z","cdc58d97-cdda-5c06-8237-7a6272ce4918",9
"88f29c0c-3637-54f1-bf4d-5a1c7b198c16","2020-05-20T23:00:00.000Z","cdc58d97-cdda-5c06-8237-7a6272ce4918",7
